title,genres,budget,production_companies,production_countries,release_date,cast,crew,rating,genre_list,genre,studio,country,actor,director,month,season,screen,director_score,status
Tangled,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]",260.0,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Walt Disney Animation Studios"", ""id"": 6125}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2010-11-24,"[{""cast_id"": 34, ""character"": ""Flynn Rider (voice)"", ""credit_id"": ""530d35bf9251411435001765"", ""gender"": 2, ""id"": 69899, ""name"": ""Zachary Levi"", ""order"": 0}, {""cast_id"": 33, ""character"": ""Rapunzel (voice)"", ""credit_id"": ""530d35a2925141141e0017ff"", ""gender"": 1, ""id"": 16855, ""name"": ""Mandy Moore"", ""order"": 1}, {""cast_id"": 35, ""character"": ""Mother Gothel (voice)"", ""credit_id"": ""530d35d4925141141e001802"", ""gender"": 1, ""id"": 2517, ""name"": ""Donna Murphy"", ""order"": 2}, {""cast_id"": 36, ""character"": ""Stabbington Brother (voice)"", ""credit_id"": ""530d35e59251411421001835"", ""gender"": 2, ""id"": 2372, ""name"": ""Ron Perlman"", ""order"": 3}, {""cast_id"": 70, ""character"": ""Captain of the Guard (voice)"", ""credit_id"": ""53254b82c3a36824b500886a"", ""gender"": 2, ""id"": 22132, ""name"": ""M.C. Gainey"", ""order"": 4}, {""cast_id"": 38, ""character"": ""Big Nose Thug (voice)"", ""credit_id"": ""530d3624925141142400188e"", ""gender"": 2, ""id"": 4175, ""name"": ""Jeffrey Tambor"", ""order"": 5}, {""cast_id"": 39, ""character"": ""Hook Hand Thug (voice)"", ""credit_id"": ""530d363e92514114310017d7"", ""gender"": 2, ""id"": 18, ""name"": ""Brad Garrett"", ""order"": 6}, {""cast_id"": 71, ""character"": ""Short Thug (voice)"", ""credit_id"": ""533539b8c3a3680a1e003e08"", ""gender"": 0, ""id"": 1219029, ""name"": ""Paul F. Tompkins"", ""order"": 7}, {""cast_id"": 41, ""character"": ""Vlad (voice)"", ""credit_id"": ""530d36b0c3a3685c0c001aad"", ""gender"": 0, ""id"": 10460, ""name"": ""Richard Kiel"", ""order"": 8}, {""cast_id"": 42, ""character"": ""Young Rapunzel / Little Girl (voice)"", ""credit_id"": ""530d3712c3a3685bee001acb"", ""gender"": 0, ""id"": 1273208, ""name"": ""Delaney Rose Stein"", ""order"": 9}, {""cast_id"": 43, ""character"": ""Guard 1 / Thug 1 (voice)"", ""credit_id"": ""530d373cc3a3685c28001a22"", ""gender"": 2, ""id"": 121830, ""name"": ""Nathan Greno"", ""order"": 10}, {""cast_id"": 45, ""character"": ""Guard 2 / Thug 2 (voice)"", ""credit_id"": ""530d37b8c3a3685c12001a4d"", ""gender"": 2, ""id"": 76595, ""name"": ""Byron Howard"", ""order"": 11}, {""cast_id"": 46, ""character"": ""Guard 3 (voice)"", ""credit_id"": ""530d37c9c3a3685c03001a1a"", ""gender"": 2, ""id"": 61958, ""name"": ""Tim Mertens"", ""order"": 12}]","[{""credit_id"": ""52fe46db9251416c91062101"", ""department"": ""Production"", ""gender"": 2, ""id"": 7879, ""job"": ""Executive Producer"", ""name"": ""John Lasseter""}, {""credit_id"": ""52fe46db9251416c910620e3"", ""department"": ""Writing"", ""gender"": 2, ""id"": 38748, ""job"": ""Novel"", ""name"": ""Jacob Grimm""}, {""credit_id"": ""52fe46db9251416c910620dd"", ""department"": ""Writing"", ""gender"": 2, ""id"": 5448, ""job"": ""Novel"", ""name"": ""Wilhelm Grimm""}, {""credit_id"": ""572bc6f992514138820000d3"", ""department"": ""Visual Effects"", ""gender"": 0, ""id"": 8020, ""job"": ""Animation Supervisor"", ""name"": ""John Kahrs""}, {""credit_id"": ""572bc5d3c3a3687ffd0000a3"", ""department"": ""Art"", ""gender"": 0, ""id"": 12072, ""job"": ""Production Design"", ""name"": ""Douglas Rogers""}, {""credit_id"": ""52fe46db9251416c910620e9"", ""department"": ""Sound"", ""gender"": 2, ""id"": 15813, ""job"": ""Original Music Composer"", ""name"": ""Alan Menken""}, {""credit_id"": ""572bc54cc3a36801330000b9"", ""department"": ""Sound"", ""gender"": 2, ""id"": 15813, ""job"": ""Songs"", ""name"": ""Alan Menken""}, {""credit_id"": ""572bc4c3c3a3687ff90000c2"", ""department"": ""Writing"", ""gender"": 2, ""id"": 15892, ""job"": ""Screenplay"", ""name"": ""Dan Fogelman""}, {""credit_id"": ""52fe46db9251416c910620fb"", ""department"": ""Production"", ""gender"": 0, ""id"": 56612, ""job"": ""Producer"", ""name"": ""Roy Conli""}, {""credit_id"": ""572bc61492514138900000e1"", ""department"": ""Writing"", ""gender"": 0, ""id"": 61414, ""job"": ""Story"", ""name"": ""Mark Kennedy""}, {""credit_id"": ""572bc5c292514138850000c2"", ""department"": ""Art"", ""gender"": 0, ""id"": 61422, ""job"": ""Co-Art Director"", ""name"": ""Dan Cooper""}, {""credit_id"": ""572bc56ec3a368013d0000be"", ""department"": ""Editing"", ""gender"": 2, ""id"": 61958, ""job"": ""Editor"", ""name"": ""Tim Mertens""}, {""credit_id"": ""572bd492c3a368012f000352"", ""department"": ""Sound"", ""gender"": 2, ""id"": 65644, ""job"": ""Original Music Composer"", ""name"": ""Kevin Kliesch""}, {""credit_id"": ""52fe46db9251416c910620bf"", ""department"": ""Directing"", ""gender"": 2, ""id"": 76595, ""job"": ""Director"", ""name"": ""Byron Howard""}, {""credit_id"": ""572bd502c3a3687ff90002fd"", ""department"": ""Sound"", ""gender"": 2, ""id"": 83091, ""job"": ""Sound Re-Recording Mixer"", ""name"": ""Dean A. Zupancic""}, {""credit_id"": ""572bd4ee92514138940002b8"", ""department"": ""Sound"", ""gender"": 0, ""id"": 112609, ""job"": ""Sound Re-Recording Mixer"", ""name"": ""David E. Fluhr""}, {""credit_id"": ""52fe46db9251416c910620ad"", ""department"": ""Directing"", ""gender"": 2, ""id"": 121830, ""job"": ""Director"", ""name"": ""Nathan Greno""}, {""credit_id"": ""52fe46db9251416c91062119"", ""department"": ""Production"", ""gender"": 0, ""id"": 137198, ""job"": ""Casting"", ""name"": ""Jamie Sparer Roberts""}, {""credit_id"": ""52fe46db9251416c91062107"", ""department"": ""Production"", ""gender"": 0, ""id"": 139474, ""job"": ""Executive Producer"", ""name"": ""Glen Keane""}, {""credit_id"": ""572bc6ee92514138850000ec"", ""department"": ""Visual Effects"", ""gender"": 0, ""id"": 139474, ""job"": ""Animation Supervisor"", ""name"": ""Glen Keane""}, {""credit_id"": ""572bcbb3c3a3680133000154"", ""department"": ""Writing"", ""gender"": 0, ""id"": 139474, ""job"": ""Characters"", ""name"": ""Glen Keane""}, {""credit_id"": ""572bd4cb92514138880002d5"", ""department"": ""Crew"", ""gender"": 0, ""id"": 928608, ""job"": ""Post Production Supervisor"", ""name"": ""Brent W. Hall""}, {""credit_id"": ""572bc96c92514138880000f8"", ""department"": ""Crew"", ""gender"": 0, ""id"": 953331, ""job"": ""Executive Music Producer"", ""name"": ""Chris Montan""}, {""credit_id"": ""572bc544c3a368012f0000d1"", ""department"": ""Sound"", ""gender"": 0, ""id"": 1017262, ""job"": ""Songs"", ""name"": ""Glenn Slater""}, {""credit_id"": ""572bca45c3a3680133000136"", ""department"": ""Crew"", ""gender"": 0, ""id"": 1123657, ""job"": ""Supervising Animator"", ""name"": ""Lino DiSalvo""}, {""credit_id"": ""572bc589c3a368012f0000dd"", ""department"": ""Visual Effects"", ""gender"": 0, ""id"": 1210381, ""job"": ""Visual Effects Supervisor"", ""name"": ""Steve Goldberg""}, {""credit_id"": ""572bc70a92514138850000f0"", ""department"": ""Visual Effects"", ""gender"": 0, ""id"": 1281387, ""job"": ""Animation Supervisor"", ""name"": ""Clay Kaytis""}, {""credit_id"": ""572bc97ec3a3687ff7000114"", ""department"": ""Sound"", ""gender"": 0, ""id"": 1291315, ""job"": ""Music Supervisor"", ""name"": ""Tom MacDougall""}, {""credit_id"": ""572bd51792514138960002cb"", ""department"": ""Sound"", ""gender"": 1, ""id"": 1367494, ""job"": ""Sound Editor"", ""name"": ""Ai-Ling Lee""}, {""credit_id"": ""572bcd14c3a3687ff7000184"", ""department"": ""Visual Effects"", ""gender"": 0, ""id"": 1368856, ""job"": ""Visual Development"", ""name"": ""Laurent Ben-Mimoun""}, {""credit_id"": ""572bca0e925141388e00013a"", ""department"": ""Production"", ""gender"": 0, ""id"": 1381896, ""job"": ""Production Supervisor"", ""name"": ""Tim Pauer""}, {""credit_id"": ""572bd539925141388a0002e3"", ""department"": ""Sound"", ""gender"": 0, ""id"": 1408301, ""job"": ""Sound Editor"", ""name"": ""Jason W. Jennings""}, {""credit_id"": ""572bc9fb925141388500012e"", ""department"": ""Sound"", ""gender"": 2, ""id"": 1424167, ""job"": ""Sound Designer"", ""name"": ""Cameron Frankley""}, {""credit_id"": ""550d7f219251414695005afd"", ""department"": ""Production"", ""gender"": 0, ""id"": 1443211, ""job"": ""Associate Producer"", ""name"": ""Aimee Scribner""}, {""credit_id"": ""5543e0cf925141586d0026f3"", ""department"": ""Visual Effects"", ""gender"": 2, ""id"": 1447400, ""job"": ""Visual Development"", ""name"": ""James Finn""}, {""credit_id"": ""5542343f9251413d6d003a7b"", ""department"": ""Directing"", ""gender"": 0, ""id"": 1447483, ""job"": ""Layout"", ""name"": ""Rick Moore""}, {""credit_id"": ""5548cc21c3a368787e0020f1"", ""department"": ""Directing"", ""gender"": 0, ""id"": 1447497, ""job"": ""Layout"", ""name"": ""Merrick Rustia""}, {""credit_id"": ""572bcbbec3a368012f000196"", ""department"": ""Writing"", ""gender"": 0, ""id"": 1447499, ""job"": ""Characters"", ""name"": ""Bill Schwab""}, {""credit_id"": ""572bd2eec3a368013d000275"", ""department"": ""Directing"", ""gender"": 0, ""id"": 1451279, ""job"": ""Layout"", ""name"": ""Doug Walker""}, {""credit_id"": ""572bce6d92514138960001e0"", ""department"": ""Visual Effects"", ""gender"": 0, ""id"": 1461361, ""job"": ""Visual Development"", ""name"": ""Lorelay Bove""}, {""credit_id"": ""572bd151c3a368012c000248"", ""department"": ""Directing"", ""gender"": 0, ""id"": 1461363, ""job"": ""Layout"", ""name"": ""Brian Kesinger""}, {""credit_id"": ""572bcbcc925141388200012d"", ""department"": ""Writing"", ""gender"": 0, ""id"": 1461364, ""job"": ""Characters"", ""name"": ""Shiyoon Kim""}, {""credit_id"": ""572bd1439251413882000243"", ""department"": ""Directing"", ""gender"": 0, ""id"": 1461397, ""job"": ""Layout"", ""name"": ""Daniel Hu""}, {""credit_id"": ""572bce8f92514138960001e3"", ""department"": ""Visual Effects"", ""gender"": 0, ""id"": 1461399, ""job"": ""Visual Development"", ""name"": ""Lisa Keene""}, {""credit_id"": ""572bc95a925141388e000121"", ""department"": ""Production"", ""gender"": 0, ""id"": 1464355, ""job"": ""Executive In Charge Of Post Production"", ""name"": ""B\u00e9r\u00e9nice Robinson""}, {""credit_id"": ""572bca20925141389600012f"", ""department"": ""Production"", ""gender"": 0, ""id"": 1464361, ""job"": ""Production Supervisor"", ""name"": ""Jennifer Christine Vera""}, {""credit_id"": ""572bc8cac3a368012f00013e"", ""department"": ""Lighting"", ""gender"": 0, ""id"": 1470064, ""job"": ""Lighting Supervisor"", ""name"": ""Josh Staub""}, {""credit_id"": ""572bc5a0c3a3687ff70000b7"", ""department"": ""Art"", ""gender"": 2, ""id"": 1552863, ""job"": ""Art Direction"", ""name"": ""David Goetz""}, {""credit_id"": ""572bcf0fc3a368012f000270"", ""department"": ""Visual Effects"", ""gender"": 0, ""id"": 1552865, ""job"": ""Visual Development"", ""name"": ""Kent Melton""}, {""credit_id"": ""572bc943925141389400010e"", ""department"": ""Production"", ""gender"": 0, ""id"": 1554457, ""job"": ""Production Manager"", ""name"": ""Doeri Welch Greiner""}, {""credit_id"": ""572bd1979251413882000254"", ""department"": ""Directing"", ""gender"": 0, ""id"": 1578645, ""job"": ""Layout"", ""name"": ""John Murrah""}, {""credit_id"": ""572bc62fc3a3687ff90000e9"", ""department"": ""Directing"", ""gender"": 2, ""id"": 1615775, ""job"": ""Layout"", ""name"": ""Scott Beattie""}, {""credit_id"": ""572bc6aec3a3687ffd0000ca"", ""department"": ""Crew"", ""gender"": 2, ""id"": 1615776, ""job"": ""Technical Supervisor"", ""name"": ""Mark Hammel""}, {""credit_id"": ""572bc76b92514138850000f8"", ""department"": ""Lighting"", ""gender"": 2, ""id"": 1615777, ""job"": ""Lighting Supervisor"", ""name"": ""Richard E. Lehmann""}, {""credit_id"": ""572bc7dc92514138940000ef"", ""department"": ""Lighting"", ""gender"": 2, ""id"": 1615778, ""job"": ""Lighting Supervisor"", ""name"": ""Robert L. Miles""}, {""credit_id"": ""572bc813c3a3687ff9000136"", ""department"": ""Lighting"", ""gender"": 2, ""id"": 1615779, ""job"": ""Lighting Supervisor"", ""name"": ""Brian Leach""}, {""credit_id"": ""572bc84e925141388e00010c"", ""department"": ""Lighting"", ""gender"": 0, ""id"": 1615780, ""job"": ""Lighting Supervisor"", ""name"": ""Alessandro Jacomini""}, {""credit_id"": ""572bc88dc3a368013d0000fd"", ""department"": ""Lighting"", ""gender"": 2, ""id"": 1615781, ""job"": ""Lighting Supervisor"", ""name"": ""Ernest J. Petti""}, {""credit_id"": ""572bc8e3c3a3680140000100"", ""department"": ""Lighting"", ""gender"": 0, ""id"": 1615782, ""job"": ""Lighting Supervisor"", ""name"": ""Chris Springfield""}, {""credit_id"": ""572bcbd8c3a368013300015c"", ""department"": ""Writing"", ""gender"": 0, ""id"": 1615783, ""job"": ""Characters"", ""name"": ""Jin Kim""}, {""credit_id"": ""572bccae9251413885000196"", ""department"": ""Visual Effects"", ""gender"": 1, ""id"": 1615784, ""job"": ""Visual Development"", ""name"": ""Lauren Airriess""}, {""credit_id"": ""572bcd5cc3a368014000019e"", ""department"": ""Visual Effects"", ""gender"": 2, ""id"": 1615785, ""job"": ""Visual Development"", ""name"": ""Justin Cram""}, {""credit_id"": ""572bcdb0925141388e0001e1"", ""department"": ""Visual Effects"", ""gender"": 2, ""id"": 1615786, ""job"": ""Visual Development"", ""name"": ""Gustaf Aspegren""}, {""credit_id"": ""572bcea7c3a368013d0001e4"", ""department"": ""Visual Effects"", ""gender"": 1, ""id"": 1615787, ""job"": ""Visual Development"", ""name"": ""Claire Keane""}, {""credit_id"": ""572bcf05c3a368012c0001f6"", ""department"": ""Visual Effects"", ""gender"": 0, ""id"": 1615788, ""job"": ""Visual Development"", ""name"": ""Craig Mullins""}, {""credit_id"": ""572bcf87c3a368012c000219"", ""department"": ""Visual Effects"", ""gender"": 2, ""id"": 1615789, ""job"": ""Visual Development"", ""name"": ""Scott Watanabe""}, {""credit_id"": ""572bcf979251413894000216"", ""department"": ""Visual Effects"", ""gender"": 0, ""id"": 1615790, ""job"": ""Visual Development"", ""name"": ""Victoria Ying""}, {""credit_id"": ""572bd038925141388800021a"", ""department"": ""Directing"", ""gender"": 0, ""id"": 1615791, ""job"": ""Layout"", ""name"": ""Cory Rocco Florimonte""}, {""credit_id"": ""572bd093c3a3687ff700022f"", ""department"": ""Directing"", ""gender"": 2, ""id"": 1615792, ""job"": ""Layout"", ""name"": ""Allen Blaisdell""}, {""credit_id"": ""572bd0c9c3a368012f0002af"", ""department"": ""Directing"", ""gender"": 2, ""id"": 1615793, ""job"": ""Layout"", ""name"": ""Rob Dressel""}, {""credit_id"": ""572bd11a925141388e000264"", ""department"": ""Directing"", ""gender"": 0, ""id"": 1615794, ""job"": ""Layout"", ""name"": ""Todd Allen Erickson""}, {""credit_id"": ""572bd15d925141388800024b"", ""department"": ""Directing"", ""gender"": 0, ""id"": 1615795, ""job"": ""Layout"", ""name"": ""Terry Moews""}, {""credit_id"": ""572bd1b5c3a3687ff7000271"", ""department"": ""Directing"", ""gender"": 2, ""id"": 1615796, ""job"": ""Layout"", ""name"": ""Christopher K. Poplin""}, {""credit_id"": ""572bd2069251413888000267"", ""department"": ""Directing"", ""gender"": 2, ""id"": 1615797, ""job"": ""Layout"", ""name"": ""Wally Schaab""}, {""credit_id"": ""572bd2ccc3a368012c00026c"", ""department"": ""Directing"", ""gender"": 0, ""id"": 1615799, ""job"": ""Layout"", ""name"": ""Richard Turner""}, {""credit_id"": ""572bd309925141388800027f"", ""department"": ""Directing"", ""gender"": 0, ""id"": 1615800, ""job"": ""Layout"", ""name"": ""David Wainstain""}, {""credit_id"": ""572bd3f9925141388200029f"", ""department"": ""Crew"", ""gender"": 2, ""id"": 1615802, ""job"": ""Software Engineer"", ""name"": ""Brent Burley""}, {""credit_id"": ""572bd403c3a36801400002ac"", ""department"": ""Crew"", ""gender"": 2, ""id"": 1615803, ""job"": ""Software Engineer"", ""name"": ""Brendan Duncan""}, {""credit_id"": ""58ac80fa92514158f60148f7"", ""department"": ""Crew"", ""gender"": 0, ""id"": 1763017, ""job"": ""Supervising Animator"", ""name"": ""Mark Mitchell""}]",7.4,"['Animation', 'Family']","Animation,Family",Walt Disney Pictures,United States of America,Zachary Levi,Byron Howard,11,Holiday,Wide,7.4,Hit
Monsters University,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]",200.0,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Pixar Animation Studios"", ""id"": 3}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2013-06-20,"[{""cast_id"": 6, ""character"": ""Michael \""Mike\"" Wazowski (voice)"", ""credit_id"": ""52fe4675c3a368484e091dcd"", ""gender"": 2, ""id"": 7904, ""name"": ""Billy Crystal"", ""order"": 0}, {""cast_id"": 5, ""character"": ""James P. \""Sulley\"" Sullivan (voice)"", ""credit_id"": ""52fe4675c3a368484e091dc9"", ""gender"": 2, ""id"": 1230, ""name"": ""John Goodman"", ""order"": 1}, {""cast_id"": 3, ""character"": ""Randall Boggs (voice)"", ""credit_id"": ""52fe4675c3a368484e091dc5"", ""gender"": 2, ""id"": 884, ""name"": ""Steve Buscemi"", ""order"": 2}, {""cast_id"": 10, ""character"": ""Dean Hardscrabble (voice)"", ""credit_id"": ""52fe4675c3a368484e091dd7"", ""gender"": 1, ""id"": 15735, ""name"": ""Helen Mirren"", ""order"": 3}, {""cast_id"": 35, ""character"": ""Young Mike (voice)"", ""credit_id"": ""52fe4675c3a368484e091e35"", ""gender"": 0, ""id"": 1271300, ""name"": ""Noah Johnston"", ""order"": 4}, {""cast_id"": 27, ""character"": ""Scott \u201cSquishy\u201d Squibbles (voice)"", ""credit_id"": ""52fe4675c3a368484e091e19"", ""gender"": 2, ""id"": 21198, ""name"": ""Peter Sohn"", ""order"": 5}, {""cast_id"": 26, ""character"": ""Don Carlton (voice)"", ""credit_id"": ""52fe4675c3a368484e091e15"", ""gender"": 2, ""id"": 155649, ""name"": ""Joel Murray"", ""order"": 6}, {""cast_id"": 20, ""character"": ""Terri Perry (voice)"", ""credit_id"": ""52fe4675c3a368484e091dfd"", ""gender"": 2, ""id"": 52601, ""name"": ""Sean Hayes"", ""order"": 7}, {""cast_id"": 19, ""character"": ""Terry Perry (voice)"", ""credit_id"": ""52fe4675c3a368484e091df9"", ""gender"": 0, ""id"": 21290, ""name"": ""Dave Foley"", ""order"": 8}, {""cast_id"": 16, ""character"": ""Art (voice)"", ""credit_id"": ""52fe4675c3a368484e091ded"", ""gender"": 2, ""id"": 95101, ""name"": ""Charlie Day"", ""order"": 9}, {""cast_id"": 17, ""character"": ""Professor Knight (voice)"", ""credit_id"": ""52fe4675c3a368484e091df1"", ""gender"": 2, ""id"": 658, ""name"": ""Alfred Molina"", ""order"": 10}, {""cast_id"": 23, ""character"": ""Brock Pearson (voice)"", ""credit_id"": ""52fe4675c3a368484e091e09"", ""gender"": 2, ""id"": 51383, ""name"": ""Tyler Labine"", ""order"": 11}, {""cast_id"": 21, ""character"": ""Johnny Worthington (voice)"", ""credit_id"": ""52fe4675c3a368484e091e01"", ""gender"": 2, ""id"": 51797, ""name"": ""Nathan Fillion"", ""order"": 12}, {""cast_id"": 22, ""character"": ""Claire Wheeler (voice)"", ""credit_id"": ""52fe4675c3a368484e091e05"", ""gender"": 1, ""id"": 119592, ""name"": ""Aubrey Plaza"", ""order"": 13}, {""cast_id"": 28, ""character"": ""Chet Alexander (voice)"", ""credit_id"": ""52fe4675c3a368484e091e1d"", ""gender"": 2, ""id"": 452205, ""name"": ""Bobby Moynihan"", ""order"": 14}, {""cast_id"": 29, ""character"": ""Ms. Squibbles (voice)"", ""credit_id"": ""52fe4675c3a368484e091e21"", ""gender"": 1, ""id"": 11806, ""name"": ""Julia Sweeney"", ""order"": 15}, {""cast_id"": 25, ""character"": ""Karen Graves (voice)"", ""credit_id"": ""52fe4675c3a368484e091e11"", ""gender"": 1, ""id"": 5149, ""name"": ""Bonnie Hunt"", ""order"": 16}, {""cast_id"": 24, ""character"": ""\u201cFrightening\u201d Frank McCay (voice)"", ""credit_id"": ""52fe4675c3a368484e091e0d"", ""gender"": 2, ""id"": 17697, ""name"": ""John Krasinski"", ""order"": 17}, {""cast_id"": 32, ""character"": ""Referee (voice)"", ""credit_id"": ""52fe4675c3a368484e091e2d"", ""gender"": 2, ""id"": 19278, ""name"": ""Bill Hader"", ""order"": 18}, {""cast_id"": 30, ""character"": ""Carrie Williams (voice)"", ""credit_id"": ""52fe4675c3a368484e091e25"", ""gender"": 1, ""id"": 482044, ""name"": ""Beth Behrs"", ""order"": 19}, {""cast_id"": 34, ""character"": ""Roz (voice)"", ""credit_id"": ""52fe4675c3a368484e091e31"", ""gender"": 2, ""id"": 10, ""name"": ""Bob Peterson"", ""order"": 20}, {""cast_id"": 31, ""character"": ""Yeti (voice)"", ""credit_id"": ""52fe4675c3a368484e091e29"", ""gender"": 2, ""id"": 7907, ""name"": ""John Ratzenberger"", ""order"": 21}, {""cast_id"": 18, ""character"": ""Fungus (voice)"", ""credit_id"": ""52fe4675c3a368484e091df5"", ""gender"": 2, ""id"": 7908, ""name"": ""Frank Oz"", ""order"": 22}, {""cast_id"": 46, ""character"": ""Additional Children's Voices (voice)"", ""credit_id"": ""5916cee7925141580d02e26d"", ""gender"": 1, ""id"": 1340664, ""name"": ""Ava Acres"", ""order"": 23}]","[{""credit_id"": ""52fe4675c3a368484e091e53"", ""department"": ""Production"", ""gender"": 2, ""id"": 7, ""job"": ""Executive Producer"", ""name"": ""Andrew Stanton""}, {""credit_id"": ""52fe4675c3a368484e091e59"", ""department"": ""Production"", ""gender"": 2, ""id"": 8, ""job"": ""Executive Producer"", ""name"": ""Lee Unkrich""}, {""credit_id"": ""52fe4675c3a368484e091ddd"", ""department"": ""Production"", ""gender"": 2, ""id"": 7879, ""job"": ""Executive Producer"", ""name"": ""John Lasseter""}, {""credit_id"": ""52fe4675c3a368484e091de3"", ""department"": ""Production"", ""gender"": 0, ""id"": 7880, ""job"": ""Producer"", ""name"": ""Kori Rae""}, {""credit_id"": ""53084038c3a368420b001f3e"", ""department"": ""Writing"", ""gender"": 2, ""id"": 7884, ""job"": ""Screenplay"", ""name"": ""Daniel Gerson""}, {""credit_id"": ""52fe4675c3a368484e091de9"", ""department"": ""Sound"", ""gender"": 2, ""id"": 7885, ""job"": ""Original Music Composer"", ""name"": ""Randy Newman""}, {""credit_id"": ""52fe4675c3a368484e091e6b"", ""department"": ""Art"", ""gender"": 0, ""id"": 7927, ""job"": ""Production Design"", ""name"": ""Ricky Nierva""}, {""credit_id"": ""52fe4675c3a368484e091e47"", ""department"": ""Writing"", ""gender"": 0, ""id"": 7931, ""job"": ""Screenplay"", ""name"": ""Robert L. Baird""}, {""credit_id"": ""52fe4675c3a368484e091e65"", ""department"": ""Production"", ""gender"": 2, ""id"": 57673, ""job"": ""Casting"", ""name"": ""Kevin Reher""}, {""credit_id"": ""52fe4675c3a368484e091e3b"", ""department"": ""Writing"", ""gender"": 2, ""id"": 225976, ""job"": ""Screenplay"", ""name"": ""Dan Scanlon""}, {""credit_id"": ""52fe4675c3a368484e091dd3"", ""department"": ""Directing"", ""gender"": 2, ""id"": 225976, ""job"": ""Director"", ""name"": ""Dan Scanlon""}, {""credit_id"": ""52fe4675c3a368484e091e5f"", ""department"": ""Production"", ""gender"": 1, ""id"": 963497, ""job"": ""Casting"", ""name"": ""Natalie Lyon""}, {""credit_id"": ""52fe4675c3a368484e091e4d"", ""department"": ""Production"", ""gender"": 0, ""id"": 1271301, ""job"": ""Executive Producer"", ""name"": ""Peter Doctor""}]",7.0,"['Animation', 'Family']","Animation,Family",Walt Disney Pictures,United States of America,other,Dan Scanlon,6,Summer,Wide,7.0,Hit
